owner_id,owner_login,owner_name,owner_url,homepage_url,owner_description,owner_logo,quarter_start,quarter_end,github_stars_start,github_stars_end,github_stars_growth_rate,github_stars_growth_percentile,github_stars_final_weight,github_contributors_start,github_contributors_end,github_contributors_growth_rate,github_contributors_growth_percentile,github_contributors_final_weight,package_downloads_start,package_downloads_end,package_downloads_growth_rate,package_downloads_growth_percentile,package_downloads_final_weight
O_kgDODAeRJw,Kilo-Org,Kilo Code,https://github.com/Kilo-Org,https://kilo.ai,Kilo is the all-in-one agentic engineering platform.,https://avatars.githubusercontent.com/u/201822503?v=4,2026-01-01,2026-04-01,13624.0,18166.0,0.3333822665883734,98.1675392670157,1.0,1156.0,1483.0,0.2828719723183391,96.54514624841036,1.0,40171.0,2470752.0,60.50586243807722,99.98205956225333,1.0
O_kgDODJ88dA,agentscope-ai,AgentScope-AI,https://github.com/agentscope-ai,,,https://avatars.githubusercontent.com/u/211762292?v=4,2026-01-01,2026-04-01,18015.0,45990.0,1.552872606161532,99.6873182082606,1.0,131.0,282.0,1.1526717557251909,99.51250529885544,1.0,233803.0,2158462.0,8.231968794241306,99.76677430929315,1.0
O_kgDOC_9TSg,VoltAgent,VoltAgent,https://github.com/VoltAgent,https://voltagent.dev,AI Agent Engineering Platform built on an Open Source TypeScript AI Agent Framework,https://avatars.githubusercontent.com/u/201282378?v=4,2026-01-01,2026-04-01,13443.0,89951.0,5.691289146767835,99.92728330424666,1.0,79.0,199.0,1.518987341772152,99.67147096227217,1.0,757687.0,1456850.0,0.9227596619712362,96.42985288841048,1.0
O_kgDOCCtJPg,mem0ai,Mem0,https://github.com/mem0ai,https://mem0.ai,The Universal Memory Layer for AI Agents,https://avatars.githubusercontent.com/u/137054526?v=4,2026-01-01,2026-04-01,2022.0,7717.0,2.8165182987141444,99.81820826061664,1.0,14.0,61.0,3.357142857142857,99.89402289105551,1.0,19451024.0,26884938.0,0.3821862540501723,87.35199138858988,1.0
O_kgDOB2PNrQ,plastic-labs,Plastic Labs,https://github.com/plastic-labs,plasticlabs.ai,Building at the intersection of human & machine learning. ,https://avatars.githubusercontent.com/u/123981229?v=4,2026-01-01,2026-04-01,1268.0,2378.0,0.8753943217665615,99.38190808609656,1.0,14.0,21.0,0.5,98.48982619754132,1.0,9309.0,253055.0,24.3055,99.92823824901328,1.0
O_kgDOCKhK-A,iOfficeAI,OfficeAI,https://github.com/iOfficeAI,https://office-ai.net,Smart Office. Simple AI.,https://avatars.githubusercontent.com/u/145246968?v=4,2026-01-01,2026-04-01,3650.0,23298.0,5.383013698630137,99.91273996509598,1.0,20.0,67.0,2.35,99.83043662568886,1.0,,,,,
O_kgDOCfaW5g,anthropic-experimental,Anthropic-experimental,https://github.com/anthropic-experimental,https://anthropic.com,,https://avatars.githubusercontent.com/u/167155430?v=4,2026-01-01,2026-04-01,2682.0,4265.0,0.5902311707680835,99.00378126817915,1.0,11.0,23.0,1.0909090909090908,99.49130987706656,1.0,38583.0,579170.0,14.011015213954332,99.87441693577324,1.0
O_kgDOB6g3rw,ComposioHQ,Composio,https://github.com/ComposioHQ,https://composio.dev,Composio equips agents with well-crafted tools empowering them to tackle complex tasks,https://avatars.githubusercontent.com/u/128464815?v=4,2026-01-01,2026-04-01,41323.0,93952.0,1.273600658229073,99.60732984293192,1.0,9.0,46.0,3.6,99.91521831284442,1.0,8145854.0,16543852.0,1.0309536605983851,96.91424470757086,1.0
O_kgDODOOtJQ,Piebald-AI,Piebald,https://github.com/Piebald-AI,https://piebald.ai,The ultimate agentic AI control experience for developers.,https://avatars.githubusercontent.com/u/216247589?v=4,2026-01-01,2026-04-01,3806.0,11180.0,1.9374671571203363,99.73821989528795,1.0,25.0,68.0,1.72,99.71386180584992,1.0,17290.0,67662.0,2.9133603238866397,99.17473986365268,1.0
O_kgDODSl5FQ,RunanywhereAI,RunAnywhere,https://github.com/RunanywhereAI,https://www.runanywhere.ai/,ODLM - On Device Language Models,https://avatars.githubusercontent.com/u/220821781?v=4,2026-01-01,2026-04-01,3804.0,12677.0,2.3325446898002102,99.7673065735893,1.0,8.0,32.0,2.2,99.80924120389996,1.0,753.0,21510.0,1.151,97.38069608898458,1.0
O_kgDOCy4YdQ,tambo-ai,tambo ai,https://github.com/tambo-ai,tambo.co,Build AI assistants and agents in React with a few lines of code.,https://avatars.githubusercontent.com/u/187570293?v=4,2026-01-01,2026-04-01,1747.0,11160.0,5.388093875214654,99.92001163467133,1.0,26.0,54.0,1.0769230769230769,99.47011445527764,1.0,126176.0,260801.0,1.066962021303576,97.02188733405094,1.0
O_kgDOCyGprw,aiming-lab,AIMING Lab,https://github.com/aiming-lab,,"AIMING Lab @ UNC-Chapel Hill. AIMING stands for Adaptive Intelligence through Alignment, Interaction and Learning.",https://avatars.githubusercontent.com/u/186755503?v=4,2026-01-01,2026-04-01,1347.0,19526.0,13.49591685226429,99.99272833042468,1.0,35.0,58.0,0.6571428571428571,99.01441288681644,1.0,0.0,5045.0,-0.4955,,
O_kgDOC9OkBw,InsForge,InsForge,https://github.com/InsForge,,The backend built for agentic development.,https://avatars.githubusercontent.com/u/198419463?v=4,2026-01-01,2026-04-01,1005.0,7331.0,6.29452736318408,99.934554973822,1.0,36.0,65.0,0.8055555555555556,99.2793556591776,1.0,84847.0,173119.0,1.0403667778471837,96.95012558306424,1.0
O_kgDODB_dcA,Fission-AI,Fission,https://github.com/Fission-AI,,"From Idea to Action, Instantly.",https://avatars.githubusercontent.com/u/203414896?v=4,2026-01-01,2026-04-01,14958.0,37653.0,1.5172482952266346,99.67277486910994,1.0,19.0,42.0,1.2105263157894737,99.57609156422212,1.0,97978.0,513035.0,4.236226499826492,99.46178686759956,1.0
O_kgDODePQuw,router-for-me,Router-For.ME,https://github.com/router-for-me,,,https://avatars.githubusercontent.com/u/233033915?v=4,2026-01-01,2026-04-01,5000.0,25285.0,4.057,99.88365328679464,1.0,46.0,146.0,2.1739130434782608,99.79864349300551,1.0,,,,,
O_kgDOCLN6bA,lightpanda-io,Lightpanda,https://github.com/lightpanda-io,https://lightpanda.io,,https://avatars.githubusercontent.com/u/145980012?v=4,2026-01-01,2026-04-01,11583.0,21459.0,0.8526288526288526,99.37463641652124,1.0,28.0,174.0,5.214285714285714,99.93641373463332,1.0,,,,,
O_kgDODPo_qQ,NevaMind-AI,NevaMind AI,https://github.com/NevaMind-AI,nevamind.ai,,https://avatars.githubusercontent.com/u/217726889?v=4,2026-01-01,2026-04-01,3154.0,13908.0,3.4096385542168677,99.86910994764398,1.0,15.0,35.0,1.3333333333333333,99.61848240779992,1.0,20677.0,39538.0,0.912172945785172,96.37603157517044,1.0
O_kgDOCcNTaw,eigent-ai,Eigent AI,https://github.com/eigent-ai,www.eigent.ai,The World's First Multi-agent Workforce,https://avatars.githubusercontent.com/u/163795819?v=4,2026-01-01,2026-04-01,2698.0,13722.0,4.085989621942179,99.89092495637,1.0,20.0,59.0,1.95,99.76685036032217,1.0,,,,,
O_kgDOCNTANw,dmno-dev,DMNO,https://github.com/dmno-dev,https://varlock.dev,Building the future of configuration,https://avatars.githubusercontent.com/u/148160567?v=4,2026-01-01,2026-04-01,1145.0,3419.0,1.9860262008733625,99.7454915648633,1.0,6.0,20.0,1.0,99.40122933446376,1.0,151644.0,595055.0,2.9240260082825564,99.19268030139936,1.0
MDEyOk9yZ2FuaXphdGlvbjc2MDczMTU1,EveryInc,Every,https://github.com/EveryInc,https://every.to,The only subscription you need to stay at the edge of AI.,https://avatars.githubusercontent.com/u/76073155?v=4,2026-01-01,2026-04-01,4002.0,14336.0,2.582208895552224,99.79639325189063,1.0,14.0,45.0,2.2142857142857144,99.8198389147944,1.0,0.0,12243.0,0.2243,77.09006099748834,1.0
O_kgDOCFakBg,shadcn-ui,shadcn-ui,https://github.com/shadcn-ui,https://ui.shadcn.com,Build your component library.,https://avatars.githubusercontent.com/u/139895814?v=4,2026-01-01,2026-04-01,21146.0,27257.0,0.2889908256880734,97.81849912739963,1.0,14.0,88.0,5.285714285714286,99.94701144552776,1.0,4418561.0,5547570.0,0.2555150873779948,80.26551847865088,1.0
O_kgDODjhTkA,K-Dense-AI,K-Dense,https://github.com/K-Dense-AI,www.k-dense.ai,,https://avatars.githubusercontent.com/u/238572432?v=4,2026-01-01,2026-04-01,5020.0,21696.0,3.32191235059761,99.85456660849331,1.0,7.0,26.0,1.6,99.70326409495549,1.0,37274.0,50883.0,0.3651070451252884,86.74201650520273,1.0
O_kgDODsaPtA,durable-streams,Durable Streams,https://github.com/durable-streams,,The open protocol for real-time sync to client applications,https://avatars.githubusercontent.com/u/247893940?v=4,2026-01-01,2026-04-01,1138.0,1418.0,0.2460456942003515,97.30948225712623,1.0,11.0,14.0,0.2727272727272727,96.36498516320476,1.0,5553.0,271717.0,26.1717,99.94617868675996,1.0
O_kgDODHu_Nw,ace-step,ACEStep,https://github.com/ace-step,,,https://avatars.githubusercontent.com/u/209436471?v=4,2026-01-01,2026-04-01,3530.0,12841.0,2.637677053824363,99.8109365910413,1.0,22.0,74.0,2.363636363636364,99.8410343365833,1.0,,,,,
O_kgDOEEEFpw,x402-foundation,x402 Foundation,https://github.com/x402-foundation,https://x402.org,,https://avatars.githubusercontent.com/u/272696743?v=4,2026-01-01,2026-04-01,5140.0,5882.0,0.1443579766536964,94.80075625363584,1.0,117.0,241.0,1.0598290598290598,99.4595167443832,1.0,150837.0,1549948.0,9.275648547770109,99.78471474703984,1.0
O_kgDOByFYhg,blackboardsh,Blackboard Technologies inc.,https://github.com/blackboardsh,https://blackboard.sh,,https://avatars.githubusercontent.com/u/119625862?v=4,2026-01-01,2026-04-01,2577.0,10771.0,3.179666278618549,99.84729493891795,1.0,7.0,12.0,0.2,94.47859262399322,1.0,18094.0,92458.0,4.109870675361998,99.4259059921062,1.0
O_kgDOBcocVQ,Gentleman-Programming,Gentleman-Programming,https://github.com/Gentleman-Programming,,,https://avatars.githubusercontent.com/u/97131605?v=4,2026-01-01,2026-04-01,1778.0,7166.0,3.0303712035995503,99.84002326934264,1.0,16.0,45.0,1.8125,99.73505722763883,1.0,,,,,
MDEyOk9yZ2FuaXphdGlvbjU3NzMzNjE0,rivet-dev,Rivet,https://github.com/rivet-dev,https://rivet.dev,Helping developers build and scale stateful workloads,https://avatars.githubusercontent.com/u/57733614?v=4,2026-01-01,2026-04-01,6059.0,9388.0,0.5494305991087638,98.90924956369984,1.0,23.0,39.0,0.6956521739130435,99.12038999576092,1.0,61757.0,539268.0,7.73209514710883,99.74883387154648,1.0
O_kgDODuQDTQ,agentskills,Agent Skills,https://github.com/agentskills,https://agentskills.io,"A simple, open format for giving agents new capabilities and expertise.",https://avatars.githubusercontent.com/u/249824077?v=4,2026-01-01,2026-04-01,4229.0,15154.0,2.583353038543391,99.80366492146598,1.0,4.0,29.0,1.9,99.74565493853328,1.0,89.0,619.0,-0.9381,,
O_kgDOCZ46Xw,google-labs-code,Google Labs Code,https://github.com/google-labs-code,,,https://avatars.githubusercontent.com/u/161364575?v=4,2026-01-01,2026-04-01,2665.0,8203.0,2.078048780487805,99.75276323443862,1.0,6.0,13.0,0.3,96.9425604069521,1.0,28351.0,140129.0,3.9426475256604703,99.40796555435952,1.0
O_kgDODa42dw,mujocolab,mujocolab,https://github.com/mujocolab,,,https://avatars.githubusercontent.com/u/229521015?v=4,2026-01-01,2026-04-01,1445.0,2450.0,0.6955017301038062,99.19284467713788,1.0,23.0,42.0,0.8260869565217391,99.3217465027554,1.0,10716.0,58114.0,4.4231056364315045,99.47972730534626,1.0
O_kgDOCRVIMw,zensical,Zensical,https://github.com/zensical,https://zensical.org,Adaptive systems for evolving ideas,https://avatars.githubusercontent.com/u/152389683?v=4,2026-01-01,2026-04-01,2318.0,4117.0,0.7761000862812769,99.29464805119257,1.0,10.0,16.0,0.6,98.83425180161083,1.0,157420.0,1031392.0,5.5518485579977135,99.62325080731968,1.0
O_kgDOBeGBuw,moonshine-ai,Moonshine AI,https://github.com/moonshine-ai,https://moonshine.ai,"Fast, low-resource, private-by-design AI - https://discord.gg/27qp9zSRXF",https://avatars.githubusercontent.com/u/98664891?v=4,2026-01-01,2026-04-01,3632.0,8141.0,1.241464757709251,99.58551483420594,1.0,11.0,20.0,0.8181818181818182,99.29525222551928,1.0,14226.0,53110.0,2.7333052158020528,99.08503767491926,1.0
O_kgDOCo0qrw,tadata-org,Tadata,https://github.com/tadata-org,https://tadata.com/,Help Developers and Their AI Agents Use Your Product,https://avatars.githubusercontent.com/u/177023663?v=4,2026-01-01,2026-04-01,11299.0,11835.0,0.0474378263563147,78.59220477021525,1.0,15.0,15.0,0.0,18.25455701568461,1.0,1869742.0,58543467.0,30.31098675646159,99.96411912450664,1.0
MDEyOk9yZ2FuaXphdGlvbjg5MDY2ODM3,tencent-connect,tencent-connect,https://github.com/tencent-connect,,,https://avatars.githubusercontent.com/u/89066837?v=4,2026-01-01,2026-04-01,1234.0,4173.0,2.381685575364668,99.78184991273996,1.0,36.0,41.0,0.1388888888888889,89.79970326409496,1.0,130264.0,680672.0,4.225327028188909,99.44384642985288,1.0
O_kgDOCvFHug,tile-ai,tile-ai,https://github.com/tile-ai,,Enabling Lightning-Fast AI Workloads Development via Tiling,https://avatars.githubusercontent.com/u/183584698?v=4,2026-01-01,2026-04-01,5053.0,6553.0,0.2968533544429052,97.847585805701,1.0,103.0,144.0,0.3980582524271844,97.88045782111064,1.0,31021.0,365581.0,10.784952129202798,99.8026551847865,1.0
O_kgDOB7K3eA,MoonshotAI,Moonshot AI,https://github.com/MoonshotAI,https://moonshot.ai,,https://avatars.githubusercontent.com/u/129152888?v=4,2026-01-01,2026-04-01,30647.0,39681.0,0.2947759976506672,97.84031413612566,1.0,80.0,105.0,0.3125,97.18100890207717,1.0,78370.0,1008165.0,11.864169962996044,99.8205956225332,1.0
O_kgDODIbJmw,MemTensor,OpenMem,https://github.com/MemTensor,,,https://avatars.githubusercontent.com/u/210160027?v=4,2026-01-01,2026-04-01,3595.0,8566.0,1.3827538247566065,99.65095986038396,1.0,30.0,50.0,0.6666666666666666,99.06740144128868,1.0,21841.0,74850.0,2.4270408864063,98.9594546106925,1.0
O_kgDOC0ce6g,shareAI-lab,shareAI-Lab,https://github.com/shareAI-lab,shareAI-Lab.com,Hacking & Accelerating & Saving the World,https://avatars.githubusercontent.com/u/189210346?v=4,2026-01-01,2026-04-01,17259.0,47299.0,1.7405411669274002,99.72367655613728,1.0,13.0,32.0,1.4615384615384617,99.66087325137772,1.0,9033.0,12864.0,0.2864,82.508073196986,1.0
MDEyOk9yZ2FuaXphdGlvbjMxNjY5NzY0,Polymarket,Polymarket,https://github.com/Polymarket,polymarket.com,Polymarket,https://avatars.githubusercontent.com/u/31669764?v=4,2026-01-01,2026-04-01,3350.0,7732.0,1.3080597014925373,99.61460151250728,1.0,33.0,55.0,0.6666666666666666,99.06740144128868,1.0,1776156.0,5445206.0,2.0657250827066993,98.74416935773232,1.0
O_kgDODmTXbw,memvid,Memvid,https://github.com/memvid,https://www.memvid.com,The Memory Layer for AI Agents.,https://avatars.githubusercontent.com/u/241489775?v=4,2026-01-01,2026-04-01,10505.0,14468.0,0.3772489290813898,98.3347876672484,1.0,6.0,24.0,1.4,99.62908011869436,1.0,42753.0,118231.0,1.765443360699834,98.52888410477216,1.0
O_kgDOCHdKXA,withcatai,Catai,https://github.com/withcatai,,Run AI models locally on your machine with Node.js,https://avatars.githubusercontent.com/u/142035548?v=4,2026-01-01,2026-04-01,2284.0,2457.0,0.0757443082311733,88.2562536358348,1.0,11.0,13.0,0.1818181818181818,93.49830436625687,1.0,3616455.0,53033694.0,13.664552441548423,99.85647649802657,1.0
O_kgDOCtk5kQ,KeygraphHQ,Keygraph,https://github.com/KeygraphHQ,https://keygraph.io/,"Open source AI Pentester, part of the broader AppSec platform (Shannon Pro)",https://avatars.githubusercontent.com/u/182008209?v=4,2026-01-01,2026-04-01,3319.0,35690.0,9.753238927387768,99.978184991274,1.0,3.0,7.0,-0.3,,,0.0,1814.0,-0.8186,,
MDEyOk9yZ2FuaXphdGlvbjQ4ODQ0NQ==,xwiki,XWiki,https://github.com/xwiki,https://xwiki.org,The Advanced Open Source Enterprise Wiki.,https://avatars.githubusercontent.com/u/488445?v=4,2026-01-01,2026-04-01,1485.0,1545.0,0.0404040404040404,74.53461314717859,1.0,11.0,24.0,1.181818181818182,99.56549385332768,1.0,0.0,47024.0,3.7024,99.39002511661285,1.0
O_kgDOB9V6rA,SamurAIGPT,SamurAIGPT,https://github.com/SamurAIGPT,,,https://avatars.githubusercontent.com/u/131431084?v=4,2026-01-01,2026-04-01,11613.0,12884.0,0.1094463101696374,92.7646887725422,1.0,16.0,71.0,3.4375,99.90462060194996,1.0,0.0,1101.0,-0.8899,,
O_kgDOC__KSg,CursorTouch,CursorTouch,https://github.com/CursorTouch,,Let AI do it for you.,https://avatars.githubusercontent.com/u/201312842?v=4,2026-01-01,2026-04-01,4158.0,5802.0,0.3953823953823954,98.45113438045377,1.0,14.0,32.0,1.2857142857142858,99.58668927511658,1.0,37176.0,98497.0,1.6494781579513664,98.36742016505202,1.0
O_kgDOCihfzA,webpro-nl,WebPro,https://github.com/webpro-nl,https://webpro.nl,Organization of @webpro,https://avatars.githubusercontent.com/u/170418124?v=4,2026-01-01,2026-04-01,9858.0,10995.0,0.1153377967133292,93.19371727748693,1.0,1.0,37.0,2.7,99.8622297583722,1.0,168527656.0,225879193.0,0.3403093495823617,85.57588805166846,1.0
O_kgDOCvcB4Q,steel-dev,Steel,https://github.com/steel-dev,steel.dev,Steel is an open-source browser API purpose-built for AI agents.,https://avatars.githubusercontent.com/u/183960033?v=4,2026-01-01,2026-04-01,1473.0,2391.0,0.6232179226069247,99.07649796393252,1.0,11.0,21.0,0.9090909090909092,99.35353963543876,1.0,73170.0,207440.0,1.8350416837501708,98.56476498026552,1.0
MDEyOk9yZ2FuaXphdGlvbjQwMzU2Mjc4,callstackincubator,Callstack Incubator,https://github.com/callstackincubator,https://callstack.com,"We don't follow best practices, we set them. This is where it happens.",https://avatars.githubusercontent.com/u/40356278?v=4,2026-01-01,2026-04-01,4684.0,9042.0,0.930401366353544,99.41826643397324,1.0,71.0,123.0,0.7323943661971831,99.1839762611276,1.0,3939339.0,10181059.0,1.5844587124895826,98.25977753857195,1.0
O_kgDOBwsPCg,HKUDS,✨Data Intelligence Lab@HKU✨,https://github.com/HKUDS,https://sites.google.com/view/chaoh,,https://avatars.githubusercontent.com/u/118165258?v=4,2026-01-01,2026-04-01,92390.0,208658.0,1.2584478839701267,99.6000581733566,1.0,326.0,574.0,0.7607361963190185,99.19457397202206,1.0,572036.0,1157137.0,1.022839471641645,96.87836383207753,1.0
O_kgDOCFPIIw,maximhq,Maxim AI,https://github.com/maximhq,https://getmaxim.ai,Enterprise-grade framework for testing and monitoring AI applications.,https://avatars.githubusercontent.com/u/139708451?v=4,2026-01-01,2026-04-01,1504.0,3543.0,1.355718085106383,99.6218731820826,1.0,27.0,66.0,1.4444444444444444,99.65027554048326,1.0,1572.0,8632.0,-0.1368,,
MDEyOk9yZ2FuaXphdGlvbjY3MzY1MjE1,volcengine,Volcengine,https://github.com/volcengine,https://www.volcengine.cn/,,https://avatars.githubusercontent.com/u/67365215?v=4,2026-01-01,2026-04-01,9524.0,31755.0,2.3342083158336835,99.77457824316464,1.0,212.0,336.0,0.5849056603773585,98.8024586689275,1.0,4219299.0,6157570.0,0.4593822338734467,90.70685324721924,1.0
O_kgDOBZLi-Q,truefoundry,TrueFoundry,https://github.com/truefoundry,https://truefoundry.com,"Build fast, secure and cost-efficient ML/LLM Apps",https://avatars.githubusercontent.com/u/93512441?v=4,2026-01-01,2026-04-01,4368.0,4511.0,0.0327380952380952,68.27370564281559,1.0,68.0,74.0,0.088235294117647,80.3677405680373,1.0,237838.0,3288945.0,12.828509321470918,99.83853606027986,1.0
O_kgDOB_5pig,Liquid4All,Liquid AI,https://github.com/Liquid4All,https://liquid.ai,"Liquid AI, Inc.",https://avatars.githubusercontent.com/u/134113674?v=4,2026-01-01,2026-04-01,1164.0,2227.0,0.9132302405498282,99.41099476439793,1.0,5.0,23.0,1.3,99.60258584145824,1.0,6071.0,14585.0,0.4585,90.67097237172588,1.0
O_kgDOB8Ry1w,xai-org,xai-org,https://github.com/xai-org,https://x.ai/,Understand the Universe,https://avatars.githubusercontent.com/u/130314967?v=4,2026-01-01,2026-04-01,54757.0,72977.0,0.3327428456635681,98.16026759744038,1.0,15.0,18.0,0.2,94.47859262399322,1.0,1260675.0,9876830.0,6.834556884208856,99.69501255830642,1.0
O_kgDOB4tCVg,genlayerlabs,GenLayer Labs,https://github.com/genlayerlabs,https://genlayerlabs.com,"AI research lab dedicated to building technology in the pursuit of sovereignty, transparency, and decentralization.",https://avatars.githubusercontent.com/u/126566998?v=4,2026-01-01,2026-04-01,1455.0,8669.0,4.958075601374571,99.90546829552063,1.0,26.0,32.0,0.2307692307692307,95.4270877490462,1.0,51970.0,54465.0,0.0480084664229363,32.93864370290635,1.0
MDEyOk9yZ2FuaXphdGlvbjc1Mzc2Nzc1,BloopAI,Bloop AI,https://github.com/BloopAI,,,https://avatars.githubusercontent.com/u/75376775?v=4,2026-01-01,2026-04-01,21308.0,34335.0,0.6113666228646518,99.03286794648052,1.0,53.0,85.0,0.6037735849056604,98.85544722339976,1.0,108876.0,361356.0,2.318968367684338,98.88769285970578,1.0
O_kgDOCkAzQw,supermemoryai,supermemory,https://github.com/supermemoryai,https://supermemory.com,Give infinite context to your LLMs.,https://avatars.githubusercontent.com/u/171979587?v=4,2026-01-01,2026-04-01,12810.0,24052.0,0.8775956284153006,99.39645142524724,1.0,43.0,58.0,0.3488372093023256,97.57312420517168,1.0,161425.0,596224.0,2.6935047235558307,99.0312163616792,1.0
O_kgDOCuLLZA,vortex-data,Vortex,https://github.com/vortex-data,https://vortex.dev,"Vortex is an extensible, state-of-the-art columnar format meant to replace Apache Parquet. Formerly at @spiraldb, now part of the Linux Foundation.",https://avatars.githubusercontent.com/u/182635364?v=4,2026-01-01,2026-04-01,2423.0,2832.0,0.1687990094923648,95.70971495055264,1.0,34.0,48.0,0.4117647058823529,98.0288257736329,1.0,138408.0,867228.0,5.265736084619387,99.58736993182634,1.0
O_kgDODU7hEA,uni-stack,Unistack,https://github.com/uni-stack,,,https://avatars.githubusercontent.com/u/223273232?v=4,2026-01-01,2026-04-01,1103.0,1464.0,0.3272892112420671,98.1020942408377,1.0,9.0,11.0,0.1,83.85968630775751,1.0,100859.0,861945.0,7.546039520518744,99.73089343379978,1.0
MDEyOk9yZ2FuaXphdGlvbjI4MzE2NjY3,OpenLiberty,Open Liberty Project,https://github.com/OpenLiberty,https://openliberty.io,Open Liberty is an open source implementation of Eclipse MicroProfile and Java EE from IBM. It is the foundation of the WebSphere Liberty app server.,https://avatars.githubusercontent.com/u/28316667?v=4,2026-01-01,2026-04-01,1365.0,1384.0,0.0139194139194139,41.8411867364747,1.0,20.0,80.0,3.0,99.88342518016108,1.0,,,,,
O_kgDODhuJPw,getarcaneapp,Arcane,https://github.com/getarcaneapp,https://getarcane.app,"Modern Docker Management, Designed for Everyone",https://avatars.githubusercontent.com/u/236685631?v=4,2026-01-01,2026-04-01,3328.0,5258.0,0.5799278846153846,98.97469458987784,1.0,15.0,44.0,1.9333333333333331,99.75625264942772,1.0,,,,,
O_kgDODKoiuA,SukiSU-Ultra,SukiSU-Ultra,https://github.com/SukiSU-Ultra,https://SukiSU.org,SukiSU home,https://avatars.githubusercontent.com/u/212476600?v=4,2026-01-01,2026-04-01,4102.0,5108.0,0.2452462213554363,97.29493891797556,1.0,7.0,34.0,2.4,99.85163204747776,1.0,,,,,
O_kgDODmMsSA,toon-format,TOON,https://github.com/toon-format,https://toonformat.dev,Token-Oriented Object Notation,https://avatars.githubusercontent.com/u/241380424?v=4,2026-01-01,2026-04-01,22297.0,24858.0,0.1148585011436516,93.14281559045958,1.0,40.0,49.0,0.225,95.33700720644342,1.0,598305.0,4250009.0,6.103415482070182,99.67707212055974,1.0
O_kgDOCM7zJQ,sgl-project,sgl-project,https://github.com/sgl-project,,,https://avatars.githubusercontent.com/u/147780389?v=4,2026-01-01,2026-04-01,27189.0,32513.0,0.195814483798595,96.5023269342641,1.0,1022.0,1341.0,0.312133072407045,97.14921576939382,1.0,14399480.0,81634888.0,4.669294168956101,99.5335486185863,1.0
MDEyOk9yZ2FuaXphdGlvbjQ0MDM0NzUy,sipeed,Sipeed,https://github.com/sipeed,sipeed.com,AIoT opensource hardware platform,https://avatars.githubusercontent.com/u/44034752?v=4,2026-01-01,2026-04-01,12353.0,40277.0,2.260503521411803,99.76003490401396,1.0,254.0,408.0,0.6062992125984252,98.8660449342942,1.0,307194.0,313708.0,0.0212048412403888,16.953713670613563,1.0
O_kgDOC6kt-g,embedpdf,EmbedPDF,https://github.com/embedpdf,https://www.embedpdf.com,EmbedPDF is an easy-to-use PDF viewer that works with any JavaScript project. Add PDF viewing to your website with just a few lines of code.,https://avatars.githubusercontent.com/u/195636730?v=4,2026-01-01,2026-04-01,2717.0,3754.0,0.381670960618329,98.3784176847004,1.0,8.0,13.0,0.3,96.9425604069521,1.0,669220.0,3039690.0,3.5421386091270435,99.35414424111949,1.0
O_kgDODap2ng,EverMind-AI,EverMind,https://github.com/EverMind-AI,EverMind.ai,Keep in Mind. Evolve over Time.,https://avatars.githubusercontent.com/u/229275294?v=4,2026-01-01,2026-04-01,1420.0,6162.0,3.33943661971831,99.86183827806865,1.0,6.0,13.0,0.3,96.9425604069521,1.0,,,,,
O_kgDODBf2rw,ByteDance-Seed,ByteDance-Seed,https://github.com/ByteDance-Seed,https://seed.bytedance.com/,,https://avatars.githubusercontent.com/u/202897071?v=4,2026-01-01,2026-04-01,19595.0,22094.0,0.1275325338096453,93.95724258289704,1.0,105.0,132.0,0.2571428571428571,96.0576515472658,1.0,7982.0,61305.0,5.1305,99.56942949407966,1.0
MDEyOk9yZ2FuaXphdGlvbjg5MTkxNzI3,pingdotgg,Ping.gg,https://github.com/pingdotgg,https://ping.gg/,We build tools for modern devs,https://avatars.githubusercontent.com/u/89191727?v=4,2026-01-01,2026-04-01,6461.0,15327.0,1.3722334004024146,99.63641652123329,1.0,113.0,193.0,0.7079646017699115,99.15218312844426,1.0,19082835.0,24046242.0,0.2600979885850294,80.5346250448511,1.0
O_kgDOCqGTtw,paper-design,paper design,https://github.com/paper-design,,,https://avatars.githubusercontent.com/u/178361271?v=4,2026-01-01,2026-04-01,2812.0,3384.0,0.2034139402560455,96.70593368237348,1.0,13.0,13.0,0.0,18.25455701568461,1.0,1194687.0,10021905.0,7.388728595858162,99.7129529960531,1.0
O_kgDOB588dg,continuedev,Continue,https://github.com/continuedev,https://continue.dev,Quality control for your software factory,https://avatars.githubusercontent.com/u/127876214?v=4,2026-01-01,2026-04-01,1095.0,2443.0,1.2310502283105025,99.5782431646306,1.0,79.0,123.0,0.5569620253164557,98.73887240356083,1.0,162519.0,256285.0,0.5769540792153532,93.21851453175456,1.0
O_kgDODtZjSQ,AutoMaker-Org,AutoMaker Org,https://github.com/AutoMaker-Org,automaker.app,,https://avatars.githubusercontent.com/u/248931145?v=4,2026-01-01,2026-04-01,1196.0,3052.0,1.5518394648829432,99.68004653868527,1.0,23.0,41.0,0.782608695652174,99.2263671047054,1.0,,,,,
MDEyOk9yZ2FuaXphdGlvbjc5MzQ1Mzg0,zed-industries,Zed Industries,https://github.com/zed-industries,https://zed.dev,The fast and social code editor.,https://avatars.githubusercontent.com/u/79345384?v=4,2026-01-01,2026-04-01,4673.0,10076.0,1.1562165632356087,99.54188481675392,1.0,810.0,1286.0,0.5876543209876544,98.81305637982196,1.0,1434541.0,2216490.0,0.5450865468466918,92.66236096160746,1.0
